City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
Hamilton,US,2020-04-20 04:38:49,39.18,-84.53,48.0,93,1,5.37,clear sky,0.0,0.0
Zhirnov,RU,2020-04-20 04:46:39,48.17,41.13,45.72,83,100,0.51,light rain,2.02,0.0
Victoria,HK,2020-04-20 04:45:53,22.29,114.16,87.01,66,13,13.0,few clouds,0.0,0.0
Olavarria,AR,2020-04-20 04:46:40,-36.89,-60.32,61.0,86,48,3.98,scattered clouds,0.0,0.0
Sabang,ID,2020-04-20 04:46:41,5.89,95.32,85.62,74,5,12.12,clear sky,0.0,0.0
Hofn,IS,2020-04-20 04:33:01,64.25,-15.21,44.64,87,93,7.81,overcast clouds,0.0,0.0
Rio Grande,BR,2020-04-20 04:39:25,-32.03,-52.1,64.99,94,0,11.92,clear sky,0.0,0.0
Kaspiyskiy,RU,2020-04-20 04:46:44,45.39,47.37,62.06,43,36,12.3,scattered clouds,0.0,0.0
Sharan,RU,2020-04-20 04:42:19,54.82,54.0,47.7,57,98,1.1,overcast clouds,0.0,0.0
Eenhana,NA,2020-04-20 04:46:46,-17.47,16.33,69.8,83,22,1.12,few clouds,0.0,0.0
Manga,BF,2020-04-20 04:46:47,11.66,-1.07,82.9,50,48,6.96,light rain,0.12,0.0
Khed,IN,2020-04-20 04:46:48,17.72,73.38,106.27,20,20,1.32,few clouds,0.0,0.0
Kyshtovka,RU,2020-04-20 04:46:49,56.55,76.63,57.02,56,59,5.06,broken clouds,0.0,0.0
Asyut,EG,2020-04-20 04:46:50,27.18,31.18,60.8,55,0,10.29,clear sky,0.0,0.0
Elizabeth City,US,2020-04-20 04:46:45,36.29,-76.25,64.4,93,90,5.82,overcast clouds,0.0,0.0
Peterhead,GB,2020-04-20 04:46:51,57.51,-1.8,41.0,80,0,1.12,clear sky,0.0,0.0
Neuquen,AR,2020-04-20 04:46:52,-38.95,-68.06,60.8,41,27,8.05,scattered clouds,0.0,0.0
Anloga,GH,2020-04-20 04:46:53,5.79,0.9,82.29,79,49,8.16,scattered clouds,0.0,0.0
Dwarka,IN,2020-04-20 04:46:54,22.24,68.97,80.87,79,8,11.3,clear sky,0.0,0.0
Tiebissou,CI,2020-04-20 04:46:55,7.16,-5.23,75.2,100,20,9.17,few clouds,0.0,0.0
Palia Kalan,IN,2020-04-20 04:46:56,28.45,80.58,98.6,13,75,5.08,broken clouds,0.0,0.0
Marsa Matruh,EG,2020-04-20 04:46:57,31.35,27.25,48.2,81,0,5.57,clear sky,0.0,0.0
Bellinzona,CH,2020-04-20 04:46:58,46.19,9.02,55.4,100,75,1.12,heavy intensity rain,0.0,0.0
Pangnirtung,CA,2020-04-20 04:46:58,66.15,-65.71,3.43,76,59,4.36,broken clouds,0.0,0.0
Bubaque,GW,2020-04-20 04:46:59,11.28,-15.83,77.09,68,34,12.24,scattered clouds,0.0,0.0
Pirgos,GR,2020-04-20 04:47:00,35.12,25.72,61.0,81,31,4.7,scattered clouds,0.0,0.0
Jalu,LY,2020-04-20 04:47:01,29.03,21.55,74.39,22,83,14.92,broken clouds,0.0,0.0
Adre,TD,2020-04-20 04:41:25,13.47,22.2,77.2,13,76,12.46,broken clouds,0.0,0.0
Ode,NG,2020-04-20 04:47:03,7.79,5.71,72.41,78,100,3.74,overcast clouds,0.0,0.0
Vardo,NO,2020-04-20 04:39:18,70.37,31.11,37.4,77,40,17.22,scattered clouds,0.0,0.0
Shakawe,BW,2020-04-20 04:38:41,-18.37,21.85,67.57,41,2,11.07,clear sky,0.0,0.0
San Matias,BO,2020-04-20 04:47:05,-16.37,-58.4,72.64,89,40,1.83,light rain,0.11,0.0
Luderitz,NA,2020-04-20 04:38:01,-26.65,15.16,59.0,87,40,3.36,scattered clouds,0.0,0.0
Birin,NP,2020-04-20 04:47:07,26.89,88.07,73.98,31,18,4.59,light rain,0.43,0.0
Metu,ET,2020-04-20 04:47:07,8.3,35.58,73.71,24,99,1.48,overcast clouds,0.0,0.0
Vuktyl,RU,2020-04-20 04:47:08,63.86,57.31,35.55,95,100,5.79,light rain,0.15,0.0
Villa Rica,US,2020-04-20 04:47:09,33.73,-84.92,54.0,100,90,0.63,heavy intensity rain,0.0,0.0
Hukuntsi,BW,2020-04-20 04:47:09,-24.0,21.75,67.1,33,10,12.1,clear sky,0.0,0.0
Giyani,ZA,2020-04-20 04:47:10,-23.3,30.72,65.52,67,28,4.21,scattered clouds,0.0,0.0
Mahajanga,MG,2020-04-20 04:47:12,-15.72,46.32,78.8,69,75,8.05,broken clouds,0.0,0.0
Autazes,BR,2020-04-20 04:47:12,-3.58,-59.13,72.79,97,100,0.67,light rain,0.87,0.0
Hobyo,SO,2020-04-20 04:43:26,5.35,48.53,87.04,64,97,7.43,light rain,0.44,0.0
Trairi,BR,2020-04-20 04:47:13,-3.28,-39.27,78.12,83,6,2.06,clear sky,0.0,0.0
Iberia,US,2020-04-20 04:47:14,29.95,-91.75,75.2,100,40,11.41,scattered clouds,0.0,0.0
El Retorno,CO,2020-04-20 04:48:31,2.33,-72.63,70.81,85,39,1.72,scattered clouds,0.0,0.0
Walvis Bay,NA,2020-04-20 04:48:31,-22.96,14.51,59.0,87,77,13.87,broken clouds,0.0,0.0
Teeli,RU,2020-04-20 04:48:32,51.03,90.23,53.78,26,0,3.49,clear sky,0.0,0.0
La Raya De Santa Maria,PA,2020-04-20 04:48:33,8.17,-80.82,77.45,77,34,3.29,scattered clouds,0.0,0.0
Calama,CL,2020-04-20 04:48:04,-22.47,-68.93,48.2,29,0,14.99,clear sky,0.0,0.0
Mazagao,BR,2020-04-20 04:48:35,-0.12,-51.29,78.8,100,90,5.82,light rain,0.0,0.0
Tabou,CI,2020-04-20 04:48:36,4.42,-7.35,79.14,87,100,4.03,light rain,0.14,0.0
Geilo,NO,2020-04-20 04:48:36,60.53,8.21,28.99,83,0,1.9,clear sky,0.0,0.0
Asfi,MA,2020-04-20 04:48:37,32.3,-9.24,58.6,77,24,2.44,few clouds,0.0,0.0
Le Passage,FR,2020-04-20 04:48:38,44.2,0.6,57.2,87,90,3.36,overcast clouds,0.0,0.0
Cozumel,MX,2020-04-20 04:44:01,20.51,-86.95,81.0,90,24,3.0,few clouds,0.0,0.0
Sao Joao Da Barra,BR,2020-04-20 04:48:40,-21.64,-41.05,68.49,84,97,8.3,overcast clouds,0.0,0.0
Bilma,NE,2020-04-20 04:42:17,18.69,12.92,83.98,13,90,6.82,overcast clouds,0.0,0.0
Marzuq,YE,2020-04-20 04:48:41,14.4,46.47,76.48,41,81,2.19,light rain,0.13,0.0
Cap-Aux-Meules,CA,2020-04-20 04:48:42,47.38,-61.86,31.46,94,0,4.43,clear sky,0.0,0.0
Tsabong,BW,2020-04-20 04:48:43,-26.02,22.4,72.14,28,27,14.2,scattered clouds,0.0,0.0
Lukovetskiy,RU,2020-04-20 04:48:44,64.3,41.92,32.0,86,90,4.47,light shower snow,0.0,0.0
Leshukonskoye,RU,2020-04-20 04:48:44,64.9,45.76,34.7,91,97,4.47,light snow,0.0,0.12
Shorapur,IN,2020-04-20 04:48:45,16.52,76.75,97.92,18,0,7.36,clear sky,0.0,0.0
Sao Felix Do Xingu,BR,2020-04-20 04:48:46,-6.64,-51.99,70.97,91,97,0.67,moderate rain,4.73,0.0
Havoysund,NO,2020-04-20 04:48:46,71.0,24.66,39.2,73,75,23.04,shower rain,0.0,0.0
Hanko,FI,2020-04-20 04:48:47,59.83,22.95,43.0,70,30,1.01,scattered clouds,0.0,0.0
Mana,GF,2020-04-20 04:48:48,5.66,-53.78,76.69,90,100,9.55,moderate rain,3.62,0.0
Irbil,IQ,2020-04-20 04:47:31,36.19,44.01,59.0,82,41,4.7,scattered clouds,0.0,0.0
Garmsar,IR,2020-04-20 04:48:50,35.22,52.34,72.07,26,0,4.25,clear sky,0.0,0.0
Mwense,ZM,2020-04-20 04:48:51,-10.38,28.7,66.94,63,80,5.53,broken clouds,0.0,0.0
Aripuana,BR,2020-04-20 04:48:52,-9.17,-60.63,73.15,92,84,1.07,broken clouds,0.0,0.0
Lavumisa,SZ,2020-04-20 04:48:53,-27.31,31.89,68.0,71,0,2.66,clear sky,0.0,0.0
Englewood,US,2020-04-20 04:45:28,39.65,-104.99,51.01,36,75,8.05,broken clouds,0.0,0.0
Castro,BR,2020-04-20 04:48:55,-24.79,-50.01,55.0,69,66,5.17,broken clouds,0.0,0.0
The Valley,AI,2020-04-20 04:46:12,18.22,-63.06,80.6,78,40,8.05,scattered clouds,0.0,0.0
Moyale,KE,2020-04-20 04:48:57,3.52,39.06,66.36,69,100,4.92,light rain,0.3,0.0
Ormara,PK,2020-04-20 04:48:57,25.21,64.64,85.62,53,18,10.02,few clouds,0.0,0.0
Williamsburg,US,2020-04-20 04:48:58,37.27,-76.71,57.2,93,1,3.22,clear sky,0.0,0.0
Madimba,TZ,2020-04-20 04:48:59,-10.4,40.33,75.2,94,20,14.99,few clouds,0.0,0.0
Ancud,CL,2020-04-20 04:49:00,-41.87,-73.82,42.8,100,58,3.36,broken clouds,0.0,0.0
Sisimiut,GL,2020-04-20 04:49:01,66.94,-53.67,25.23,87,95,17.58,overcast clouds,0.0,0.0
Coihaique,CL,2020-04-20 04:49:02,-45.58,-72.07,37.4,93,40,2.24,scattered clouds,0.0,0.0
Gornopravdinsk,RU,2020-04-20 04:49:03,60.05,69.9,52.18,45,0,8.57,clear sky,0.0,0.0
Tarrafal,CV,2020-04-20 04:42:25,15.28,-23.77,69.8,68,20,11.41,few clouds,0.0,0.0
Dmytrivka,UA,2020-04-20 04:49:06,45.97,28.99,51.22,53,57,14.54,broken clouds,0.0,0.0
Namibe,AO,2020-04-20 04:49:07,-15.2,12.15,74.79,76,81,4.52,light rain,1.73,0.0
Finnsnes,NO,2020-04-20 04:49:08,69.23,17.98,41.0,75,93,38.03,light rain,0.17,0.0
Fayetteville,US,2020-04-20 04:46:31,35.05,-78.88,62.6,67,90,3.89,overcast clouds,0.0,0.0
Matay,EG,2020-04-20 04:49:09,28.42,30.78,67.78,46,0,14.61,clear sky,0.0,0.0
Cabedelo,BR,2020-04-20 04:49:10,-6.98,-34.83,77.0,94,20,3.36,few clouds,0.0,0.0
Vila Velha,BR,2020-04-20 04:39:13,-20.33,-40.29,73.0,88,41,4.7,scattered clouds,0.0,0.0
Tire,TR,2020-04-20 04:49:12,38.09,27.74,51.8,87,46,3.36,scattered clouds,0.0,0.0
Port-Gentil,GA,2020-04-20 04:45:50,-0.72,8.78,80.35,82,100,3.56,light rain,2.65,0.0
Awjilah,LY,2020-04-20 04:49:13,29.11,21.29,74.32,22,91,15.28,overcast clouds,0.0,0.0
Port Blair,IN,2020-04-20 04:49:14,11.67,92.75,85.21,74,28,8.08,light rain,1.03,0.0
Bonito,BR,2020-04-20 04:49:15,-21.12,-56.48,64.83,77,0,0.81,clear sky,0.0,0.0
Aksu,CN,2020-04-20 04:49:16,41.12,80.26,63.37,31,71,4.63,broken clouds,0.0,0.0
Pankrushikha,RU,2020-04-20 04:49:17,53.83,80.34,65.23,34,23,2.68,few clouds,0.0,0.0
Belogorsk,RU,2020-04-20 04:49:18,50.92,128.46,28.06,97,100,17.0,snow,0.0,3.46
Bad Wurzach,DE,2020-04-20 04:49:18,47.9,9.9,50.0,52,97,13.73,overcast clouds,0.0,0.0
Chakulia,IN,2020-04-20 04:49:19,22.48,86.72,93.2,46,5,4.7,haze,0.0,0.0
Terrace Bay,CA,2020-04-20 04:49:20,48.78,-87.1,30.04,89,76,18.72,broken clouds,0.0,0.0
Saint Austell,GB,2020-04-20 04:49:21,50.34,-4.77,53.01,70,100,5.82,overcast clouds,0.0,0.0
Estelle,US,2020-04-20 04:49:22,29.85,-90.11,77.0,100,90,11.41,thunderstorm with light rain,0.0,0.0
Inhambane,MZ,2020-04-20 04:49:23,-23.86,35.38,71.6,94,75,5.82,drizzle rain,0.0,0.0
Carnarvon,AU,2020-04-20 04:49:23,-24.87,113.63,78.8,61,30,19.46,scattered clouds,0.0,0.0
Nova Serrana,BR,2020-04-20 04:49:25,-19.88,-44.98,60.55,76,93,4.97,overcast clouds,0.0,0.0
Agadez,NE,2020-04-20 04:49:26,19.75,10.25,82.35,12,44,8.84,scattered clouds,0.0,0.0
Araguaina,BR,2020-04-20 04:49:26,-7.19,-48.21,73.13,84,89,0.49,light rain,1.02,0.0
Pedasi,PA,2020-04-20 04:49:27,7.53,-80.03,79.23,79,35,5.17,scattered clouds,0.0,0.0
Mabaruma,GY,2020-04-20 04:49:28,8.2,-59.78,75.15,89,74,5.1,broken clouds,0.0,0.0
Rebrikha,RU,2020-04-20 04:49:28,53.07,82.34,64.94,29,5,2.82,clear sky,0.0,0.0
Fossombrone,IT,2020-04-20 04:49:29,43.69,12.81,59.0,87,75,5.82,light rain,0.0,0.0
Kozan,TR,2020-04-20 04:49:30,37.46,35.82,61.0,100,90,1.77,overcast clouds,0.0,0.0
Nizwa,OM,2020-04-20 04:49:31,22.93,57.53,88.45,18,24,7.34,few clouds,0.0,0.0
Touros,BR,2020-04-20 04:49:32,-5.2,-35.46,75.2,100,40,2.24,scattered clouds,0.0,0.0
Portel,BR,2020-04-20 04:49:33,-1.94,-50.82,72.72,98,100,2.28,moderate rain,6.51,0.0
Cordoba,AR,2020-04-20 04:45:27,-31.41,-64.18,69.01,76,0,8.05,clear sky,0.0,0.0
Guarapari,BR,2020-04-20 04:47:25,-20.67,-40.5,73.0,88,78,4.7,light rain,0.19,0.0
Dingle,PH,2020-04-20 04:41:54,11.0,122.67,90.52,57,86,14.45,light rain,0.11,0.0
Karpogory,RU,2020-04-20 04:49:35,64.0,44.45,34.74,86,94,3.51,overcast clouds,0.0,0.0
Neftcala,AZ,2020-04-20 04:49:36,39.37,49.25,61.0,72,18,8.9,few clouds,0.0,0.0
Lesnoy,RU,2020-04-20 04:49:37,57.62,63.08,50.58,45,44,4.76,scattered clouds,0.0,0.0
Sembe,CG,2020-04-20 04:49:38,1.65,14.58,72.79,82,78,2.01,broken clouds,0.0,0.0
Faya,SA,2020-04-20 04:49:39,18.39,42.45,66.2,59,99,6.24,light rain,0.78,0.0
Lasa,IT,2020-04-20 04:49:39,46.62,10.7,46.4,100,75,3.8,light rain,0.0,0.0
Grindavik,IS,2020-04-20 04:49:40,63.84,-22.43,46.4,100,90,26.4,light rain,0.0,0.0
Pailon,BO,2020-04-20 04:49:41,-17.65,-62.75,68.0,82,1,4.7,clear sky,0.0,0.0
Mumford,GH,2020-04-20 04:49:42,5.26,-0.76,80.26,82,99,6.6,overcast clouds,0.0,0.0
Comodoro Rivadavia,AR,2020-04-20 04:48:24,-45.87,-67.5,50.0,57,0,18.34,clear sky,0.0,0.0
Pangody,RU,2020-04-20 04:49:44,65.85,74.49,33.96,97,75,11.65,broken clouds,0.0,0.0
Vestmanna,FO,2020-04-20 04:49:45,62.16,-7.17,41.0,100,2,18.34,clear sky,0.0,0.0
Santa Cruz,BO,2020-04-20 04:49:46,-17.8,-63.17,68.0,82,1,4.7,clear sky,0.0,0.0
Iranshahr,IR,2020-04-20 04:49:47,27.2,60.68,80.6,42,72,6.58,broken clouds,0.0,0.0
Straumen,NO,2020-04-20 04:41:10,63.87,11.3,41.0,80,75,2.24,broken clouds,0.0,0.0
Tupelo,US,2020-04-20 04:48:43,34.26,-88.7,60.8,87,90,3.36,overcast clouds,0.0,0.0
Rocha,UY,2020-04-20 04:45:26,-34.48,-54.33,58.48,91,0,5.84,clear sky,0.0,0.0
Raja Sansi,IN,2020-04-20 04:49:50,31.72,74.8,75.2,64,75,5.61,haze,0.0,0.0
Lagos,NG,2020-04-20 04:49:51,6.58,3.75,78.8,94,20,2.24,few clouds,0.0,0.0
Zabkowice Slaskie,PL,2020-04-20 04:49:52,50.59,16.81,39.99,61,0,4.97,clear sky,0.0,0.0
Salinopolis,BR,2020-04-20 04:49:53,-0.61,-47.36,80.58,82,49,7.09,light rain,1.71,0.0
Ormond Beach,US,2020-04-20 04:49:53,29.29,-81.06,80.01,74,75,10.29,broken clouds,0.0,0.0
Ust-Tsilma,RU,2020-04-20 04:49:54,65.44,52.15,36.1,91,39,3.44,scattered clouds,0.0,0.0
Parsabad,IR,2020-04-20 04:49:55,39.65,47.92,57.2,87,20,9.17,few clouds,0.0,0.0
Thinadhoo,MV,2020-04-20 04:49:56,0.53,72.93,85.41,71,54,9.06,broken clouds,0.0,0.0
Bahia Blanca,AR,2020-04-20 04:48:20,-38.72,-62.27,61.57,45,100,5.88,overcast clouds,0.0,0.0
Presidencia Roque Saenz Pena,AR,2020-04-20 04:49:58,-26.79,-60.44,61.39,69,0,3.91,clear sky,0.0,0.0
Baherden,TM,2020-04-20 04:49:59,38.44,57.43,78.89,24,0,6.35,clear sky,0.0,0.0
Bonavista,CA,2020-04-20 04:50:00,48.65,-53.11,33.28,96,100,27.78,moderate rain,4.49,0.0
Mayor Pablo Lagerenza,PY,2020-04-20 04:50:00,-19.93,-60.77,68.74,69,0,1.99,clear sky,0.0,0.0
Nikki,BJ,2020-04-20 04:50:01,9.94,3.21,75.7,72,87,8.19,overcast clouds,0.0,0.0
Aracaju,BR,2020-04-20 04:50:02,-10.91,-37.07,78.35,83,48,8.88,light rain,0.45,0.0
Canutama,BR,2020-04-20 04:50:03,-6.53,-64.38,72.46,97,96,1.14,moderate rain,3.01,0.0
Parakou,BJ,2020-04-20 04:50:03,9.34,2.63,74.84,76,95,5.59,overcast clouds,0.0,0.0
Maceio,BR,2020-04-20 04:41:58,-9.67,-35.74,78.53,83,70,8.46,light rain,2.26,0.0
Florence,IT,2020-04-20 04:50:05,43.77,11.25,59.0,100,40,2.24,moderate rain,0.0,0.0
Abyek,IR,2020-04-20 04:50:06,36.07,50.55,60.8,62,1,4.7,haze,0.0,0.0
Salisbury,GB,2020-04-20 04:45:28,51.07,-1.8,42.8,81,14,12.75,few clouds,0.0,0.0
Ugoofaaru,MV,2020-04-20 04:50:07,5.67,73.0,86.47,71,50,9.53,light rain,0.56,0.0
San Rafael Del Sur,NI,2020-04-20 04:50:08,11.85,-86.44,82.4,58,20,9.17,few clouds,0.0,0.0
Ladario,BR,2020-04-20 04:50:09,-19.0,-57.6,71.53,85,1,1.43,clear sky,0.0,0.0
Baie-Saint-Paul,CA,2020-04-20 04:50:10,47.44,-70.5,28.85,93,100,7.16,snow,0.0,1.63
Henties Bay,NA,2020-04-20 04:50:10,-22.12,14.28,59.0,95,33,4.0,light rain,0.35,0.0
Iki-Burul,RU,2020-04-20 04:50:11,45.82,44.65,50.0,61,89,17.9,overcast clouds,0.0,0.0
Kalmunai,LK,2020-04-20 04:50:11,7.42,81.82,88.21,64,28,10.33,light rain,0.75,0.0
Leh,IN,2020-04-20 04:50:12,34.17,77.58,37.53,16,87,1.14,overcast clouds,0.0,0.0
Pisco,PE,2020-04-20 04:50:13,-13.7,-76.22,68.0,82,0,3.36,clear sky,0.0,0.0
Yarmouth,US,2020-04-20 04:50:14,41.71,-70.23,50.0,66,20,14.99,few clouds,0.0,0.0
Bandundu,CD,2020-04-20 04:50:15,-3.32,17.37,73.0,82,93,0.54,overcast clouds,0.0,0.0
Villa Maria,AR,2020-04-20 04:50:16,-32.41,-63.24,59.0,82,0,1.99,clear sky,0.0,0.0
Yarovoye,RU,2020-04-20 04:50:17,52.93,78.58,72.14,24,35,6.17,scattered clouds,0.0,0.0
Sapouy,BF,2020-04-20 04:50:17,11.55,-1.77,81.36,53,90,5.23,light rain,0.17,0.0
Wajir,KE,2020-04-20 04:50:18,1.75,40.06,79.52,67,100,12.8,overcast clouds,0.0,0.0
Safaga,EG,2020-04-20 04:50:19,26.73,33.94,69.8,43,0,10.29,clear sky,0.0,0.0
Ampanihy,MG,2020-04-20 04:50:20,-24.7,44.75,77.4,54,0,14.45,clear sky,0.0,0.0
Rorvik,NO,2020-04-20 04:50:21,64.86,11.24,41.0,93,75,5.35,broken clouds,0.0,0.0
A Coruna,ES,2020-04-20 04:50:21,43.37,-8.4,50.0,100,90,4.7,fog,0.0,0.0
Eganville,CA,2020-04-20 04:50:22,45.53,-77.1,28.4,86,1,6.93,clear sky,0.0,0.0
Ginda,IN,2020-04-20 04:50:23,30.69,78.49,66.56,17,47,7.52,scattered clouds,0.0,0.0
Onega,RU,2020-04-20 04:41:26,63.91,38.14,34.32,88,80,5.46,broken clouds,0.0,0.0
Kurchum,KZ,2020-04-20 04:50:25,48.57,83.65,58.39,31,0,5.68,clear sky,0.0,0.0
Bikaner,IN,2020-04-20 04:50:26,28.02,73.3,93.16,19,80,5.68,broken clouds,0.0,0.0
Havelock,US,2020-04-20 04:50:27,34.88,-76.9,66.0,82,90,4.7,overcast clouds,0.0,0.0
Bata,GQ,2020-04-20 04:50:28,1.86,9.77,77.0,100,40,3.36,thunderstorm,0.0,0.0
Dutlwe,BW,2020-04-20 04:50:29,-23.98,23.9,65.44,39,11,9.98,few clouds,0.0,0.0
Valparaiso,CL,2020-04-20 04:47:57,-33.04,-71.63,59.0,82,0,4.7,clear sky,0.0,0.0
Chhindwara,IN,2020-04-20 04:50:30,22.07,78.93,97.66,12,71,11.32,broken clouds,0.0,0.0
Amapa,BR,2020-04-20 04:50:31,1.0,-52.0,71.64,94,100,1.63,light rain,0.81,0.0
Huarmey,PE,2020-04-20 04:42:50,-10.07,-78.15,71.37,76,4,5.68,clear sky,0.0,0.0
Riyadh,SA,2020-04-20 04:49:23,24.69,46.72,73.4,53,100,4.7,light rain,1.72,0.0
Kushmurun,KZ,2020-04-20 04:50:33,52.45,64.63,54.23,70,100,12.28,light rain,0.61,0.0
Dhidhdhoo,MV,2020-04-20 04:42:09,6.88,73.1,87.28,66,61,7.49,broken clouds,0.0,0.0
Naberera,TZ,2020-04-20 04:50:34,-4.2,36.93,62.89,63,100,1.41,light rain,0.37,0.0
Gabu,GW,2020-04-20 04:50:35,12.28,-14.22,72.28,68,48,3.6,scattered clouds,0.0,0.0
Rio De Janeiro,BR,2020-04-20 04:50:36,-22.9,-43.21,69.8,83,20,3.36,few clouds,0.0,0.0
Zelenets,RU,2020-04-20 04:50:37,61.88,50.75,35.6,87,75,4.47,broken clouds,0.0,0.0
Beni,CD,2020-04-20 04:50:37,0.5,29.47,67.21,69,93,0.87,overcast clouds,0.0,0.0
Pau Dos Ferros,BR,2020-04-20 04:50:38,-6.11,-38.21,73.09,88,97,3.91,moderate rain,5.32,0.0
